num_experimento,num_neuronas_por_capa_oculta,tasa_de_aprendizaje,iteraciones,error_medio,error_minimo,max_error
1,[],0.1,1000,0.3891555247621274,0.09583454284952675,0.826241183678275
2,[],0.01,1000,0.38531742384082274,0.06794104888776174,0.8403117026017071
3,[],0.1,2000,0.38915160133387794,0.09582608297151332,0.8262642246660592
4,[],0.01,2000,0.38465267540300513,0.06679688943398822,0.8419903138488425
