num_experimento,num_neuronas_por_capa_oculta,tasa_de_aprendizaje,iteraciones,error_medio,error_minimo,max_error
1,[],0.1,1000,0.13362970158903542,0.0022508045593502787,0.6221894914027394
2,[],0.01,1000,0.13000061786433556,0.002883044897504636,0.5826995867335881
3,[],0.1,2000,0.13363175988567308,0.002250911751951023,0.6222219116469113
4,[],0.01,2000,0.12941702904149893,0.0029113103317033482,0.5804433523467649
